season,driver,overperformance,races,overperformance_norm
2022,Pierre Gasly,1.1465909090909088,22,58.57171428834307
2022,Sebastian Vettel,-1.4027272727272728,20,40.381467615671916
2022,Sergio Perez,-0.6977272727272726,22,45.41188084368528
2022,Valtteri Bottas,-0.6443181818181813,22,45.79297275489842
2022,Yuki Tsunoda,-1.1465909090909092,22,42.20908712178767
2023,Alexander Albon,0.06931818181818207,22,51.07003330218093
2023,Carlos Sainz,0.7181818181818186,22,55.84852419102128
2023,Charles Leclerc,-0.7181818181818179,22,45.270568878421976
2023,Daniel Ricciardo,-0.8722402597402602,7,44.13602100413888
2023,Esteban Ocon,-2.045454545454545,22,35.496002576906164
2023,Fernando Alonso,-0.8102272727272727,22,44.592709400320274
2023,George Russell,-1.165909090909091,22,41.97332647876681
2023,Guanyu Zhou,0.8738636363636361,22,56.995027258921674
2023,Kevin Magnussen,0.6852272727272726,22,55.6058337605898
2023,Lance Stroll,0.8102272727272727,22,56.52638366912297
2023,Lando Norris,1.643181818181818,22,62.66059351416671
2023,Lewis Hamilton,1.1659090909090908,22,59.14576659067644
2023,Liam Lawson,0.8920454545454539,5,57.12892542743559
2023,Logan Sargeant,-0.06931818181818167,22,50.04905976726232
2023,Max Verstappen,-1.2465909090909093,22,41.37915335598631
2023,Nico Hulkenberg,-0.6852272727272729,22,45.51325930885344
2023,Nyck De Vries,-3.2379545454545458,10,26.71395644949974
2023,Oscar Piastri,-1.643181818181818,22,38.45849955527653
2023,Pierre Gasly,2.045454545454546,22,65.62309049253709
2023,Sergio Perez,1.2465909090909089,22,59.739939713456934
2023,Valtteri Bottas,-0.8738636363636371,22,44.12406581052157
2023,Yuki Tsunoda,1.5465909090909087,22,61.94925949393654
2024,Alexander Albon,-2.519060283687943,24,38.70584996233269
2024,Carlos Sainz,-0.9975543478260869,23,44.562077245734116
2024,Charles Leclerc,0.7020833333333333,24,51.10392787260321
2024,Daniel Ricciardo,-0.06666666666666624,18,48.14503391234751
2024,Esteban Ocon,-0.8594655797101455,23,45.09357646128847
2024,Fernando Alonso,1.2489583333333336,24,53.20883211262251
2024,Franco Colapinto,5.285106382978723,9,68.74383580276049
2024,George Russell,-1.9843749999999998,24,40.76383637734649
2024,Guanyu Zhou,2.370833333333334,24,57.52689281071925
2024,Jack Doohan,-3.757291666666667,1,33.9399372982744
2024,Kevin Magnussen,0.7797348484848492,22,51.40280605040682
2024,Lance Stroll,-1.2489583333333327,24,43.59443141249626
2024,Lando Norris,-0.7125000000000002,24,45.65924223841995
2024,Lewis Hamilton,1.9843750000000002,24,56.03942714777227
2024,Liam Lawson,5.75,6,70.53319634333374
2024,Logan Sargeant,0.9208206686930094,14,51.94584082281872
2024,Max Verstappen,1.6739583333333334,24,54.844643407723225
2024,Nico Hulkenberg,-1.2604166666666659,24,43.5503286569911
2024,Oliver Bearman,6.396527777777778,3,73.02166091153433
2024,Oscar Piastri,0.7124999999999999,24,51.144021286698816
2024,Pierre Gasly,0.980208333333333,24,52.17442202895588
2024,Sergio Perez,-1.6739583333333332,24,41.95862011739555
2024,Valtteri Bottas,-2.370833333333333,24,39.276370714399526
2024,Yuki Tsunoda,-1.3874999999999995,24,43.0611890050247
2025,Alexander Albon,2.3333333333333335,24,64.74521184473622
2025,Carlos Sainz,-2.333333333333333,24,34.462392446826456
2025,Charles Leclerc,-1.4864583333333332,24,39.957913020598916
2025,Esteban Ocon,-0.9187499999999994,24,43.641872076817855
2025,Fernando Alonso,-1.8577127659574468,24,37.548777820492596
2025,Franco Colapinto,-0.6006944444444445,18,45.70579042268729
2025,Gabriel Bortoleto,-2.221875,24,35.1856651422676
2025,George Russell,1.0864583333333335,24,56.6540210368572
2025,Isack Hadjar,-0.9552083333333333,24,43.40528755027168
2025,Jack Doohan,1.8020833333333333,6,61.297837315063454
2025,Kimi Antonelli,-1.0864583333333329,24,42.55358325470547
2025,Lance Stroll,1.9384828862164665,23,62.18295796347393
2025,Lando Norris,-0.057291666666666664,24,49.23202646120878
2025,Lewis Hamilton,1.4864583333333334,24,59.24969127096375
2025,Liam Lawson,1.95390625,24,62.28304287918072
2025,Max Verstappen,0.5708333333333333,24,53.308039875704225
2025,Nico Hulkenberg,2.221875,24,64.02193914929506
2025,Oliver Bearman,0.9187500000000003,24,55.56573221474482
2025,Oscar Piastri,0.05729166666666672,24,49.97557783035389
2025,Pierre Gasly,1.8503717077085943e-16,24,49.60380214578134
2025,Yuki Tsunoda,-1.56953125,24,39.41883827796872
2026,Alexander Albon,1.2062500000000005,8,56.04150980866803
2026,Arvid Lindblad,-1.7062499999999994,8,41.45423742089963
2026,Carlos Sainz,-1.2062500000000005,8,43.95849019133197
2026,Charles Leclerc,-3.5687499999999996,8,32.12589585103915
2026,Esteban Ocon,1.4625000000000006,8,57.32493935351461
2026,Fernando Alonso,0.3468749999999998,8,51.737325359487436
2026,Franco Colapinto,-0.2906250000000006,8,48.544403077186196
2026,Gabriel Bortoleto,1.3750000000000004,8,56.88669511868895
2026,George Russell,-0.7562499999999999,8,46.21231768472108
2026,Isack Hadjar,-4.153125,8,29.199050425596337
2026,Kimi Antonelli,0.7562500000000005,8,53.78768231527892
2026,Lance Stroll,-0.34687500000000004,8,48.26267464051256
2026,Lando Norris,-0.678125,8,46.60360718010113
2026,Lewis Hamilton,3.56875,8,67.87410414896087
2026,Liam Lawson,1.7062500000000007,8,58.54576257910038
2026,Max Verstappen,4.153124999999999,8,70.80094957440366
2026,Nico Hulkenberg,-1.375,8,43.11330488131105
2026,Oliver Bearman,-1.4624999999999997,8,42.67506064648539
2026,Oscar Piastri,0.6781250000000008,8,53.39639281989887
2026,Pierre Gasly,0.290624999999999,8,51.4555969228138
2026,Sergio Perez,1.496875,8,57.497106731481836
2026,Valtteri Bottas,-1.4968750000000002,8,42.502893268518164
